Region/country/area,2021,Percentage Change
TÃ¼rkiye,765.53,7.092686804598809
Indonesia,336.0,2.1133404616642553
USA,245.82,1.2885835959565461
New Zealand,143.0,1.6929087249911212
Chile,109.52,33.644630130253134
Honduras,41.21,11.835152211372774
Japan,16.0,0.5319148936170213
Germany,13.0,5.327868852459016
El Salvador,2.05,0.1314861137835931
Thailand,0.4,26.666666666666668
Austria,-0.04,-133.33333333333334
Croatia,-4.0,-4.459308807134894
Hungary,-4.0,-33.33333333333333
Guatemala,-8.89,-3.355096803411707
Guadeloupe,-31.04,-36.93918838510056
France,-32.89,-32.788356096102085
Nicaragua,-33.28,-4.533874637276406
Portugal,-38.62,-21.629795575469053
Philippines,-75.4,-0.7058986539242911
Costa Rica,-87.44,-5.459097350989243
Italy,-112.32,-1.8992896264493666
Iceland,-158.95,-2.739737833202623
Kenya,-202.19,-3.9012559115054155
Mexico,-277.66,-6.544108982064155
